web-scraper-order;categoryLink;bookLink-href;title;price;ratingClass
1760744818-259;Sports and Games;https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html;Icing (Aces Hockey #2);�40.44;star-rating Four
1760744820-246;Add a comment;https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html;Code Name Verity (Code Name Verity #1);�22.13;star-rating Four
1760744820-260;Sports and Games;https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html;Settling the Score (The Summer Games #1);�44.91;star-rating Two
1760744822-247;Add a comment;https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html;More Than Music (Chasing the Dream #1);�37.61;star-rating Two
1760744822-261;Sports and Games;https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html;Sugar Rush (Offensive Line #2);�24.42;star-rating One
1760744824-248;Add a comment;https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html;The Dovekeepers;�48.78;star-rating One
1760744824-262;Sports and Games;https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html;Friday Night Lights: A Town, a Team, and a Dream;�51.22;star-rating Three
1760744826-249;Add a comment;https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html;The Immortal Life of Henrietta Lacks;�40.67;star-rating Two
1760744826-263;Sports and Games;https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html;The Book of Basketball: The NBA According to The Sports Guy;�44.84;star-rating Five
1760744828-250;Add a comment;https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html;The Song of Achilles;�37.40;star-rating Five
1760744830-251;Add a comment;https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html;The White Queen (The Cousins' War #1);�25.91;star-rating Five
1760744831-264;Science Fiction;https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html;Having the Barbarian's Baby (Ice Planet Barbarians #7.5);�34.96;star-rating Four
1760744832-252;Add a comment;https://books.toscrape.com/catalogue/modern-romance_820/index.html;Modern Romance;�28.26;star-rating Five
1760744833-265;Science Fiction;https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html;The Last Girl (The Dominion Trilogy #1);�36.26;star-rating Two
1760744834-253;Add a comment;https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html;Shobu Samurai, Project Aryoku (#3);�29.06;star-rating Three
1760744835-266;Science Fiction;https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html;Three Wishes (River of Time: California #1);�44.18;star-rating Two
1760744836-254;Add a comment;https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html;Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners);�53.90;star-rating Two
1760744837-267;Science Fiction;https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html;Do Androids Dream of Electric Sheep? (Blade Runner #1);�51.48;star-rating One
1760744838-255;Add a comment;https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html;On a Midnight Clear;�14.07;star-rating Three
1760744839-268;Science Fiction;https://books.toscrape.com/catalogue/dune-dune-1_151/index.html;Dune (Dune #1);�54.86;star-rating One
1760744840-256;Add a comment;https://books.toscrape.com/catalogue/the-art-forger_930/index.html;The Art Forger;�40.76;star-rating Three
1760744841-269;Science Fiction;https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html;Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3);�33.26;star-rating Two
1760744842-257;Add a comment;https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html;The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy;�23.89;star-rating Four
1760744844-258;Add a comment;https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html;The Torch Is Passed: A Harding Family Story;�19.09;star-rating One
1760744844-270;Science Fiction;https://books.toscrape.com/catalogue/ready-player-one_209/index.html;Ready Player One;�19.07;star-rating Four
1760744846-271;Science Fiction;https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html;The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2);�10.92;star-rating One
1760744848-259;Sports and Games;https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html;Icing (Aces Hockey #2);�40.44;star-rating Four
1760744848-272;Science Fiction;https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html;Foundation (Foundation (Publication Order) #1);�32.42;star-rating One
1760744850-260;Sports and Games;https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html;Settling the Score (The Summer Games #1);�44.91;star-rating Two
1760744850-273;Science Fiction;https://books.toscrape.com/catalogue/arena_587/index.html;Arena;�21.36;star-rating Four
1760744852-261;Sports and Games;https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html;Sugar Rush (Offensive Line #2);�24.42;star-rating One
1760744852-274;Science Fiction;https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html;Sleeping Giants (Themis Files #1);�48.74;star-rating One
1760744854-262;Sports and Games;https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html;Friday Night Lights: A Town, a Team, and a Dream;�51.22;star-rating Three
1760744854-275;Science Fiction;https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html;Soft Apocalypse;�26.12;star-rating Two
1760744856-263;Sports and Games;https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html;The Book of Basketball: The NBA According to The Sports Guy;�44.84;star-rating Five
1760744857-276;Science Fiction;https://books.toscrape.com/catalogue/the-project_856/index.html;The Project;�10.65;star-rating One
1760744859-277;Science Fiction;https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html;William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4);�43.30;star-rating Four
1760744861-264;Science Fiction;https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html;Having the Barbarian's Baby (Ice Planet Barbarians #7.5);�34.96;star-rating Four
1760744861-278;Science Fiction;https://books.toscrape.com/catalogue/join_902/index.html;Join;�35.67;star-rating Five
1760744863-265;Science Fiction;https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html;The Last Girl (The Dominion Trilogy #1);�36.26;star-rating Two
1760744863-279;Science Fiction;https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html;Mesaerion: The Best Science Fiction Stories 1800-1849;�37.59;star-rating One
1760744865-266;Science Fiction;https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html;Three Wishes (River of Time: California #1);�44.18;star-rating Two
1760744867-267;Science Fiction;https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html;Do Androids Dream of Electric Sheep? (Blade Runner #1);�51.48;star-rating One
1760744868-280;Default;https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html;The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.;�32.00;star-rating Three
1760744869-268;Science Fiction;https://books.toscrape.com/catalogue/dune-dune-1_151/index.html;Dune (Dune #1);�54.86;star-rating One
1760744870-281;Default;https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html;The Emerald Mystery;�23.15;star-rating Two
1760744871-269;Science Fiction;https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html;Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3);�33.26;star-rating Two
1760744872-282;Default;https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html;The Girl on the Train;�55.02;star-rating Two
1760744873-270;Science Fiction;https://books.toscrape.com/catalogue/ready-player-one_209/index.html;Ready Player One;�19.07;star-rating Four
1760744874-283;Default;https://books.toscrape.com/catalogue/the-kite-runner_847/index.html;The Kite Runner;�41.82;star-rating Four
1760744875-271;Science Fiction;https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html;The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2);�10.92;star-rating One
1760744876-284;Default;https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html;The Psychopath Test: A Journey Through the Madness Industry;�36.00;star-rating Two
1760744877-272;Science Fiction;https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html;Foundation (Foundation (Publication Order) #1);�32.42;star-rating One
1760744878-285;Default;https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html;The Secret (The Secret #1);�27.37;star-rating Four
1760744879-273;Science Fiction;https://books.toscrape.com/catalogue/arena_587/index.html;Arena;�21.36;star-rating Four
1760744880-286;Default;https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html;Thirteen Reasons Why;�52.72;star-rating One
1760744881-274;Science Fiction;https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html;Sleeping Giants (Themis Files #1);�48.74;star-rating One
1760744883-275;Science Fiction;https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html;Soft Apocalypse;�26.12;star-rating Two
1760744883-287;Default;https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html;Tracing Numbers on a Train;�41.60;star-rating Three
1760744885-276;Science Fiction;https://books.toscrape.com/catalogue/the-project_856/index.html;The Project;�10.65;star-rating One
1760744885-288;Default;https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html;A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations;�56.76;star-rating Five
1760744887-277;Science Fiction;https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html;William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4);�43.30;star-rating Four
1760744887-289;Default;https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html;A World of Flavor: Your Gluten Free Passport;�42.95;star-rating One
1760744889-278;Science Fiction;https://books.toscrape.com/catalogue/join_902/index.html;Join;�35.67;star-rating Five
1760744889-290;Default;https://books.toscrape.com/catalogue/bossypants_883/index.html;Bossypants;�49.46;star-rating Two
1760744891-279;Science Fiction;https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html;Mesaerion: The Best Science Fiction Stories 1800-1849;�37.59;star-rating One
1760744891-291;Default;https://books.toscrape.com/catalogue/soul-reader_926/index.html;Soul Reader;�39.58;star-rating Two
1760744893-292;Default;https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html;The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer;�20.59;star-rating Five
1760744895-280;Default;https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html;The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.;�32.00;star-rating Three
1760744896-293;Default;https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html;Maude (1883-1993):She Grew Up with the country;�18.02;star-rating Two
1760744897-281;Default;https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html;The Emerald Mystery;�23.15;star-rating Two
1760744898-294;Default;https://books.toscrape.com/catalogue/penny-maybe_965/index.html;Penny Maybe;�33.29;star-rating Three
1760744899-282;Default;https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html;The Girl on the Train;�55.02;star-rating Two
1760744900-295;Default;https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html;Aladdin and His Wonderful Lamp;�53.13;star-rating Three
1760744901-283;Default;https://books.toscrape.com/catalogue/the-kite-runner_847/index.html;The Kite Runner;�41.82;star-rating Four
1760744902-296;Default;https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html;America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana;�22.50;star-rating Three
1760744903-284;Default;https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html;The Psychopath Test: A Journey Through the Madness Industry;�36.00;star-rating Two
1760744904-297;Default;https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html;Starving Hearts (Triangular Trade Trilogy, #1);�13.99;star-rating Two
1760744905-285;Default;https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html;The Secret (The Secret #1);�27.37;star-rating Four
1760744906-298;Default;https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;�22.60;star-rating Four
1760744907-286;Default;https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html;Thirteen Reasons Why;�52.72;star-rating One
1760744908-299;Default;https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html;The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull;�17.93;star-rating Three
1760744909-287;Default;https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html;Tracing Numbers on a Train;�41.60;star-rating Three
1760744911-288;Default;https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html;A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations;�56.76;star-rating Five
1760744913-289;Default;https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html;A World of Flavor: Your Gluten Free Passport;�42.95;star-rating One
1760744913-300;Music;https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html;Forever Rockers (The Rocker #12);�28.80;star-rating Three
1760744915-290;Default;https://books.toscrape.com/catalogue/bossypants_883/index.html;Bossypants;�49.46;star-rating Two
1760744915-301;Music;https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html;Old Records Never Die: One Man's Quest for His Vinyl and His Past;�55.66;star-rating Two
1760744917-291;Default;https://books.toscrape.com/catalogue/soul-reader_926/index.html;Soul Reader;�39.58;star-rating Two
1760744917-302;Music;https://books.toscrape.com/catalogue/life_104/index.html;Life;�31.58;star-rating Five
1760744919-292;Default;https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html;The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer;�20.59;star-rating Five
1760744919-303;Music;https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html;No One Here Gets Out Alive;�20.02;star-rating Five
1760744921-304;Music;https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html;Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors;�12.36;star-rating Three
1760744922-293;Default;https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html;Maude (1883-1993):She Grew Up with the country;�18.02;star-rating Two
1760744923-305;Music;https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html;This Is Your Brain on Music: The Science of a Human Obsession;�38.40;star-rating One
1760744924-294;Default;https://books.toscrape.com/catalogue/penny-maybe_965/index.html;Penny Maybe;�33.29;star-rating Three
1760744926-295;Default;https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html;Aladdin and His Wonderful Lamp;�53.13;star-rating Three
1760744926-306;Music;https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html;Chronicles, Vol. 1;�52.60;star-rating Two
1760744928-296;Default;https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html;America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana;�22.50;star-rating Three
1760744928-307;Music;https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html;Kill 'Em and Leave: Searching for James Brown and the American Soul;�45.05;star-rating Five
1760744930-297;Default;https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html;Starving Hearts (Triangular Trade Trilogy, #1);�13.99;star-rating Two
1760744930-308;Music;https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html;Please Kill Me: The Uncensored Oral History of Punk;�31.19;star-rating Four
1760744932-298;Default;https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;�22.60;star-rating Four
1760744932-309;Music;https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html;Love Is a Mix Tape (Music #1);�18.03;star-rating One
1760744934-299;Default;https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html;The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull;�17.93;star-rating Three
1760744934-310;Music;https://books.toscrape.com/catalogue/how-music-works_979/index.html;How Music Works;�37.32;star-rating Two
1760744936-311;Music;https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html;Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991;�57.25;star-rating Three
1760744938-300;Music;https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html;Forever Rockers (The Rocker #12);�28.80;star-rating Three
1760744939-312;Music;https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html;Rip it Up and Start Again;�35.02;star-rating Five
1760744940-301;Music;https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html;Old Records Never Die: One Man's Quest for His Vinyl and His Past;�55.66;star-rating Two
1760744942-302;Music;https://books.toscrape.com/catalogue/life_104/index.html;Life;�31.58;star-rating Five
1760744943-313;Nonfiction;https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html;So You've Been Publicly Shamed;�12.23;star-rating Two
1760744944-303;Music;https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html;No One Here Gets Out Alive;�20.02;star-rating Five
1760744945-314;Nonfiction;https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html;The Artist's Way: A Spiritual Path to Higher Creativity;�38.49;star-rating Five
1760744946-304;Music;https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html;Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors;�12.36;star-rating Three
1760744947-315;Nonfiction;https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html;The Genius of Birds;�17.24;star-rating One
1760744948-305;Music;https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html;This Is Your Brain on Music: The Science of a Human Obsession;�38.40;star-rating One
1760744949-316;Nonfiction;https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html;The Omnivore's Dilemma: A Natural History of Four Meals;�38.21;star-rating Two
1760744950-306;Music;https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html;Chronicles, Vol. 1;�52.60;star-rating Two
1760744952-307;Music;https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html;Kill 'Em and Leave: Searching for James Brown and the American Soul;�45.05;star-rating Five
1760744952-317;Nonfiction;https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html;The Power of Now: A Guide to Spiritual Enlightenment;�43.54;star-rating Two
1760744954-308;Music;https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html;Please Kill Me: The Uncensored Oral History of Punk;�31.19;star-rating Four
1760744954-318;Nonfiction;https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html;Algorithms to Live By: The Computer Science of Human Decisions;�30.81;star-rating One
1760744956-309;Music;https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html;Love Is a Mix Tape (Music #1);�18.03;star-rating One
1760744956-319;Nonfiction;https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html;Call the Nurse: True Stories of a Country Nurse on a Scottish Isle;�29.14;star-rating Five
1760744958-310;Music;https://books.toscrape.com/catalogue/how-music-works_979/index.html;How Music Works;�37.32;star-rating Two
1760744958-320;Nonfiction;https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html;Everydata: The Misinformation Hidden in the Little Data You Consume Every Day;�54.35;star-rating Two
1760744960-311;Music;https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html;Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991;�57.25;star-rating Three
1760744960-321;Nonfiction;https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html;In the Country We Love: My Family Divided;�22.00;star-rating Four
1760744962-312;Music;https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html;Rip it Up and Start Again;�35.02;star-rating Five
1760744962-322;Nonfiction;https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html;Reskilling America: Learning to Labor in the Twenty-First Century;�19.83;star-rating Two
1760744964-323;Nonfiction;https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html;Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up;�41.83;star-rating Four
1760744966-313;Nonfiction;https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html;So You've Been Publicly Shamed;�12.23;star-rating Two
1760744967-324;Nonfiction;https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html;The Electric Pencil: Drawings from Inside State Hospital No. 3;�56.06;star-rating One
1760744968-314;Nonfiction;https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html;The Artist's Way: A Spiritual Path to Higher Creativity;�38.49;star-rating Five
1760744969-325;Nonfiction;https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html;The Gutsy Girl: Escapades for Your Life of Epic Adventure;�37.13;star-rating One
1760744970-315;Nonfiction;https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html;The Genius of Birds;�17.24;star-rating One
1760744971-326;Nonfiction;https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;�16.77;star-rating Three
1760744972-316;Nonfiction;https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html;The Omnivore's Dilemma: A Natural History of Four Meals;�38.21;star-rating Two
1760744973-327;Nonfiction;https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html;Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity;�31.12;star-rating Three
1760744974-317;Nonfiction;https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html;The Power of Now: A Guide to Spiritual Enlightenment;�43.54;star-rating Two
1760744975-328;Nonfiction;https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html;Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness;�44.18;star-rating Four
1760744976-318;Nonfiction;https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html;Algorithms to Live By: The Computer Science of Human Decisions;�30.81;star-rating One
1760744977-329;Nonfiction;https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html;#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.;�23.11;star-rating Five
1760744978-319;Nonfiction;https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html;Call the Nurse: True Stories of a Country Nurse on a Scottish Isle;�29.14;star-rating Five
1760744980-320;Nonfiction;https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html;Everydata: The Misinformation Hidden in the Little Data You Consume Every Day;�54.35;star-rating Two
1760744980-330;Nonfiction;https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html;Reasons to Stay Alive;�26.41;star-rating Two
1760744982-331;Nonfiction;https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html;The Five Love Languages: How to Express Heartfelt Commitment to Your Mate;�31.05;star-rating Three
1760744983-321;Nonfiction;https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html;In the Country We Love: My Family Divided;�22.00;star-rating Four
1760744984-332;Nonfiction;https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html;Worlds Elsewhere: Journeys Around Shakespeare?s Globe;�40.30;star-rating Five
1760744985-322;Nonfiction;https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html;Reskilling America: Learning to Labor in the Twenty-First Century;�19.83;star-rating Two
1760744987-323;Nonfiction;https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html;Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up;�41.83;star-rating Four
1760744988-333;Religion;https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html;Choosing Our Religion: The Spiritual Lives of America's Nones;�28.42;star-rating Four
1760744989-324;Nonfiction;https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html;The Electric Pencil: Drawings from Inside State Hospital No. 3;�56.06;star-rating One
1760744990-334;Religion;https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html;The Bhagavad Gita;�57.49;star-rating Three
1760744991-325;Nonfiction;https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html;The Gutsy Girl: Escapades for Your Life of Epic Adventure;�37.13;star-rating One
